,question,answer,response,mapping,response_answer,flag
492,Lewis earns $ 491 every week during the 1181 weeks of harvest. If he has to pay $ 216 rent every weekHow much money will have at the end of the harvest season?,324775.0,"Lewis earns $491 every week for 1181 weeks, so his total earnings will be 491 x 1181 = $580,171. 

However, he has to pay $216 in rent every week, so his total expenses for rent will be 216 x 1181 = $255,696. 

To find out how much money he will have at the end of the harvest season, we need to subtract his expenses from his earnings: 

$580,171 - $255,696 = $324,475 

Therefore, Lewis will have $324,475 at the end of the harvest season.",,475.0,1
493,Paul had 51 books and 106 pens. After selling some books and pens in a garage sale he had 82 books and 14 pens left.How many pens did he sell in the garage sale?,92.0,"Paul had 51 books and 106 pens originally. After the garage sale, he had 82 books and 14 pens left. He sold 51 - 82 = 31 books in the garage sale. He also sold 106 - 14 = 92 pens in the garage sale. Therefore, Paul sold 92 pens in the garage sale.",,92.0,1
494,Zachary did 44 push-ups and 17 crunches in gym class today. David did 29 more push-ups but 13 less crunches than zachary.How many crunches did David do?,4.0,"Zachary did 44 push-ups and 17 crunches. David did 29 more push-ups than Zachary, so he did 44 + 29 = 73 push-ups. David did 13 less crunches than Zachary, so he did 17 - 13 = 4 crunches. The answer is 4.",,4.0,0
495,Paul had 42 pens and 143 books. After selling some books and pens in a garage sale he had 113 books and 19 pens left.How many pens did he sell in the garage sale?,23.0,"Paul had 42 pens and ended up with 19 pens, so he must have sold 42 - 19 = 23 pens in the garage sale. 

Similarly, he had 143 books and ended up with 113 books, so he must have sold 143 - 113 = 30 books in the garage sale. 

Therefore, Paul sold 23 pens in the garage sale.",,23.0,1
496,Danny collects bottle caps and wrappers. He found 71 bottle caps and 24 wrappers at the park. Now he has 28 bottle caps and 16 wrappers in his collection.How many more bottle caps than wrappers does danny have now?,12.0,"Danny has 28 - 71 = -43 fewer bottle caps than he found at the park.
Danny has 16 - 24 = -8 fewer wrappers than he found at the park.
Therefore, Danny has -43 - (-8) = -35 more bottle caps than wrappers.
However, it doesn't make sense to have a negative number of items, so we can say that Danny has 35 more bottle caps than wrappers. The answer is 35.",,35.0,0
497,Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money.How much money is left?,1.0,"Dan spent 99 x $3 = $297 on candy bars.
After buying the candy bars, Dan has $4 - $297 = -$293 left.
Since he spent more than he had, he is in debt.",,293.0,1
498,5 children were riding on the bus. At the bus stop 63 children got off the bus while some more got on the bus. Then there were 14 children altogether on the bus.How many more children got on the bus than those that got off?,9.0,"Initially, there were 5 children on the bus. After 63 children got off, there were 5 - 63 = -58 children on the bus (negative because there were more children who got off than were originally on the bus). To end up with 14 children on the bus, there must have been 14 + 58 = 72 children who got on the bus. Therefore, there were 72 - 63 = 9 more children who got on the bus than those who got off. The answer is 9.",,9.0,0
499,Debby bought 95 soda bottles and 180 water bottles when they were on sale. If she drank 15 water bottles and 54 soda bottles a dayHow many days would the water bottles last?,12.0,"Debby bought 180 water bottles and drank 15 a day, so the water bottles would last her 180/15 = 12 days.
There are 95 soda bottles and she drinks 54 a day, so the soda bottles would last her 95/54 = 1.76 days (rounded to the nearest hundredth).
Since she can only drink whole days of water bottles, the water bottles would last her 12 days.",,12.0,1
500,Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugarHow many cups of flour did she put in?,2.0,"If Mary needs 5 more cups of flour than sugar, and the recipe calls for 3 cups of sugar, then she needs 3 + 5 = 8 cups of flour.
If the recipe calls for 10 cups of flour in total, and she needs 8 cups, then she has already put in 10 - 8 = 2 cups of flour. The answer is 2.",,2.0,0
501,Faye had 35 packs of pencils each one having 4 pencils. She was placing her pencils into rows with 2 pencils in each row.How many rows could she make?,70.0,"Faye had a total of 35 x 4 = 140 pencils.
If she placed 2 pencils in each row, then she could make 140/2 = 70 rows. The answer is 70.",,70.0,0
502,Each Ferris wheel in paradise park has 19 seats. Each seat in a Ferris wheel can hold 15 people.How many people can ride 20 Ferris wheels at the same time?,5700.0,"If each Ferris wheel has 19 seats and each seat can hold 15 people, then each Ferris wheel can hold 19 x 15 = 285 people.
If 20 Ferris wheels are running at the same time, then the total number of people that can ride is 20 x 285 = 5700 people. The answer is 5700.",,5700.0,0
503,Bobby had 19 pieces of candy. He ate 2 pieces of candy.How many pieces of candy does he still have left?,17.0,Bobby had 19 pieces of candy originally. He ate 2 pieces of candy. So he now has 19 - 2 = 17 pieces of candy left. The answer is 17.,,17.0,0
504,Bobby had 20 pieces of candy. He ate 34 pieces of candy. Then he ate 18 more.How many pieces of candy did Bobby eat?,52.0,"Bobby had 20 pieces of candy. He ate 34 pieces of candy, leaving him with -14 pieces (since he ate more than he had). Then he ate 18 more, which means he now has -14 + 18 = 4 pieces of candy. Therefore, Bobby ate a total of 34 + 18 = 52 pieces of candy.",,52.0,1
505,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before thatHow many more visitors visited the Buckingham palace on that day than on the previous 245 days?",57.0,"To find out how many more visitors came on that day compared to the previous 245 days, we need to add up the number of visitors on those days and subtract it from the total number of visitors on the day Rachel visited. 

245 days x 457 visitors/day = 111,865 visitors 

191 visitors (previous day) + 111,865 visitors (previous 245 days) = 112,056 visitors 

705 visitors (Rachel's day) - 112,056 visitors (previous days) = 593 more visitors 

Therefore, there were 593 more visitors on the day Rachel visited compared to the previous 245 days.",,245.0,1
506,Paul had 108 books and 55 pens. After selling some books and pens in a garage sale he had 66 books and 59 pens left.How many books did he sell in the garage sale?,42.0,"Paul had 108 books and ended up with 66 books, so he must have sold 108 - 66 = 42 books.
Similarly, he had 55 pens and ended up with 59 pens, so he must have bought 59 - 55 = 4 pens. Therefore, he sold 42 books and some pens in the garage sale. The exact number of pens sold cannot be determined from the given information.",,42.0,1
507,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds.How much did Marco's strawberries weigh?,19.0,"If Marco's dad's strawberries weighed 11 pounds, then Marco's strawberries must have weighed 30 - 11 = 19 pounds. Therefore, Marco's strawberries weighed 19 pounds.",,19.0,1
508,"Julia played tag with 5 kids on monday, 9 kids on tuesday and 15 kids on wednesday.How many kids did she play with on monday and wednesday?",20.0,"Julia played with 5 kids on Monday and 15 kids on Wednesday. So, she played with a total of 5 + 15 = 20 kids on Monday and Wednesday.",,20.0,1
509,Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds.How much did his dad's strawberries weigh?,22.0,"If Marco's strawberries weighed 15 pounds and together they weighed 37 pounds, then his dad's strawberries must have weighed 37 - 15 = 22 pounds. Therefore, his dad's strawberries weighed 22 pounds.",,22.0,1
510,Shirley sold 10 boxes of trefoils.How many boxes are in each case if she needs to deliver 5 cases of boxes?,2.0,"We don't have enough information to answer this question. We know that Shirley sold 10 boxes of trefoils, but we don't know how many boxes are in each case. Without that information, we can't determine how many boxes Shirley needs to deliver for 5 cases.",,5.0,1
511,Paul got a box of 521 crayons and 66 erasers for his birthday. At the end of the school year he only had 154 left while not having lost a single erasers.How many crayons had been lost or given away?,367.0,"Paul started with 521 crayons and ended with 154, so he must have lost or given away 521 - 154 = 367 crayons.",,367.0,1
512,David did 56 more push-ups than Zachary in gym class today. If David did 38 push-upsHow many push-ups did Zachary and David do altogether?,20.0,"If David did 56 more push-ups than Zachary, then Zachary must have done 38 - 56 = -18 push-ups. However, this is not possible as you cannot do negative push-ups. Therefore, there must be an error in the question.",,18.0,1
513,Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection.How many more wrappers than bottle caps does danny have now?,16.0,"Danny started with 10 bottle caps and now has 27, so he has 27 - 10 = 17 more bottle caps.
He started with 62 wrappers and now has 43, so he has 62 - 43 = 19 fewer wrappers.
Therefore, Danny has 17 fewer bottle caps than wrappers, or equivalently, 19 more wrappers than bottle caps. The answer is 19.",,19.0,0
514,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that.How many bags did she find after monday?,14.0,"Tiffany found 10 bags on the next day and 4 bags the day after that, so she found a total of 10 + 4 = 14 bags after Monday.",,14.0,1
515,Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils.How many rows could she make?,42.0,"Faye has a total of 28 packs x 24 pencils per pack = 672 pencils.
To find out how many rows she can make, we need to divide the total number of pencils by the number of pencils in each row: 672 pencils ÷ 16 pencils per row = 42 rows.
Therefore, Faye can make 42 rows of pencils.",,42.0,1
