,question,answer,response,mapping,response_answer,equations,correct
392," Billy was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",9,"Billy has c1 new cards and c2 old cards to put in the binder. Each page can hold c0 cards. So he needs to calculate how many pages he needs in total. 
total_cards = c1 + c2
pages_needed = total_cards / c0
The answer is pages_needed.","{'c0': 5.0, 'c1': 3.0, 'c2': 42.0}",9,"['total_cards =  c1 + c2', 'pages_needed =  total_cards / c0', 'answer = pages_needed']",1
393," For a birthday party Tom bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Tom bought c0 regular sodas and c1 diet sodas. The total number of sodas he bought is c0 + c1. If his fridge can hold c2 sodas on each shelf, he would need to divide the total number of sodas by c2 to find out how many shelves he would fill up. 
shelves_filled = (c0 + c1) / c2
The answer is shelves_filled.","{'c0': 4.0, 'c1': 52.0, 'c2': 7.0}",8,"['shelves_filled =  (c0 + c1) / c2', 'answer = shelves_filled']",1
394," Victor was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",4,"Victor can only carry c0 trays at a time, so he will need to make multiple trips to pick up all the trays. To figure out how many trips he needs to make, we can add up the number of trays from each table and divide by c0, rounding up to the nearest whole number. 
trips = ceil((c1 + c2) / c0)
The answer is trips.","{'c0': 7.0, 'c1': 23.0, 'c2': 5.0}",4,"['trips =  ceil((c1 + c2) / c0)', 'answer = trips']",1
395," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",3,"If Paul had c0 dollars and received c1 more dollars, he would have a total of c0 + c1 dollars. If each toy costs c2 dollars, then the number of toys he could buy would be the total amount of money he has divided by the cost of each toy. 
number_of_toys = (c0 + c1) / c2
The answer is number_of_toys.","{'c0': 4.0, 'c1': 11.0, 'c2': 5.0}",3,"['number_of_toys =  (c0 + c1) / c2', 'answer = number_of_toys']",1
396," Katie uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",9,"Katie uploaded a total of c0 + c1 pictures. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 30.0, 'c1': 51.0, 'c2': 9.0}",9,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
397," Debby's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6,"First, we need to find the total number of people going on the field trip. This is the sum of the number of students and adults: 
total_people = c1 + c2 

Next, we need to divide the total number of people by the capacity of each van to find the number of vans needed: 
vans_needed = total_people / c0 

If the number of people does not divide evenly by the capacity of each van, we will need to round up to the nearest whole number of vans: 
vans_needed = ceil(total_people / c0) 

The answer is vans_needed.","{'c0': 9.0, 'c1': 40.0, 'c2': 14.0}",6,"['total_people =  c1 + c2 ', 'vans_needed =  total_people / c0 ', 'vans_needed =  ceil(total_people / c0) ', 'answer = vans_needed']",1
398," For Halloween Emily received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",2,"Emily received c0 + c1 pieces of candy in total. If she eats c2 pieces a day, the candy will last her (c0 + c1) / c2 days. 
The answer is (c0 + c1) / c2.","{'c0': 5.0, 'c1': 13.0, 'c2': 9.0}",2,['answer = (c0 + c1) / c2'],1
399," Frank made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Frank made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars. If he only spends c2 dollars a week, then the money will last him for (c0 + c1) / c2 weeks. 
time = (c0 + c1) / c2
The answer is time.","{'c0': 5.0, 'c1': 58.0, 'c2': 7.0}",9,"['time =  (c0 + c1) / c2', 'answer = time']",1
400," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",36,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then the total time it will take to install the rest of the windows is (c0 - c1) * c2 hours. 
time = (c0 - c1) * c2
The answer is time.","{'c0': 14.0, 'c1': 5.0, 'c2': 4.0}",36,"['time =  (c0 - c1) * c2', 'answer = time']",1
401," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",45,"The chef needs to cook c0 potatoes in total, and has already cooked c1. So he still needs to cook c0 - c1 potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the remaining potatoes is (c0 - c1) * c2 minutes. 
time_to_cook = (c0 - c1) * c2
The answer is time_to_cook.","{'c0': 16.0, 'c1': 7.0, 'c2': 5.0}",45,"['time_to_cook =  (c0 - c1) * c2', 'answer = time_to_cook']",1
402," Ned bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Ned still have? ",42,"Ned originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so Ned still has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 14.0, 'c1': 7.0, 'c2': 6.0}",42,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
403," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30,"If c1 players quit, then there are c0 - c1 players left. Each player left had c2 lives, so the total number of lives is (c0 - c1) * c2. 
total_lives = (c0 - c1) * c2
The answer is total_lives.","{'c0': 11.0, 'c1': 5.0, 'c2': 5.0}",30,"['total_lives =  (c0 - c1) * c2', 'answer = total_lives']",1
404," Henry earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",25,"Henry earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot to mow c2 of them. So he actually mowed c1 - c2 lawns. 
lawns_mowed = c1 - c2
Therefore, he actually earned c0 multiplied by the number of lawns he mowed: 
actual_earnings = c0 * lawns_mowed
The answer is actual_earnings.","{'c0': 5.0, 'c1': 12.0, 'c2': 7.0}",25,"['lawns_mowed =  c1 - c2', 'actual_earnings =  c0 * lawns_mowed', 'answer = actual_earnings']",1
405," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",18,"There were originally c0 members on the team, but c1 members didn't show up. So the number of members that did show up is c0 - c1. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 5.0, 'c1': 2.0, 'c2': 6.0}",18,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
406," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",16,"The painter needed to paint c0 rooms in total, and he already painted c2 rooms. So he still needs to paint c0 - c2 rooms. Each room takes c1 hours to paint, so the total time he will take to paint the rest of the rooms is (c0 - c2) * c1 hours. 
time_to_paint_rest = (c0 - c2) * c1
The answer is time_to_paint_rest.","{'c0': 10.0, 'c1': 8.0, 'c2': 8.0}",16,"['time_to_paint_rest =  (c0 - c2) * c1', 'answer = time_to_paint_rest']",1
407," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",12,"Each enemy defeated gives c0 points, so if you defeat c1 - c2 enemies, you will earn (c1 - c2) * c0 points. 
points_earned = (c1 - c2) * c0
The answer is points_earned.","{'c0': 3.0, 'c1': 6.0, 'c2': 2.0}",12,"['points_earned =  (c1 - c2) * c0', 'answer = points_earned']",1
408," Wendy earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",45,"Wendy earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, she would have earned points for the bags she did recycle. 
points_earned = c0 * (c1 - c2)
The answer is points_earned.","{'c0': 5.0, 'c1': 11.0, 'c2': 2.0}",45,"['points_earned =  c0 * (c1 - c2)', 'answer = points_earned']",1
409," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Olivia sold all but c2 bars, how much money would she have made? ",9,"Each chocolate bar costs $c0, so if Olivia sold all but c2 bars, she would have sold c1 - c2 bars. The amount of money she would have made is the number of bars sold multiplied by the cost per bar. 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 3.0, 'c1': 7.0, 'c2': 4.0}",9,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
410," Kaleb bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Kaleb still have? ",54,"Kaleb originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so Kaleb still has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 14.0, 'c1': 5.0, 'c2': 6.0}",54,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
411," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",15,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 3.0, 'c1': 12.0, 'c2': 7.0}",15,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
412," Jerry had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",72,"Jerry needs c1 total action figures for a complete collection, but he already has c0. So he needs to buy c1 - c0 more action figures. Each action figure costs $c2, so the total cost would be (c1 - c0) * c2. 
total_cost = (c1 - c0) * c2
The answer is total_cost.","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",72,"['total_cost =  (c1 - c0) * c2', 'answer = total_cost']",1
413," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",72,"Each enemy defeated gives c0 points, so if you defeat c1 - c2 enemies, you will earn (c1 - c2) * c0 points. 
points_earned = (c1 - c2) * c0
The answer is points_earned.","{'c0': 9.0, 'c1': 11.0, 'c2': 3.0}",72,"['points_earned =  (c1 - c2) * c0', 'answer = points_earned']",1
414," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",72,"If c1 players quit, then there are c0 - c1 players left. Each player left had c2 lives, so the total number of lives is (c0 - c1) * c2. 
total_lives = (c0 - c1) * c2
The answer is total_lives.","{'c0': 16.0, 'c1': 7.0, 'c2': 8.0}",72,"['total_lives =  (c0 - c1) * c2', 'answer = total_lives']",1
