,question,answer,response,tokens,logprobs,mapping,response_answer,correct
489," At lunch a waiter had 7 customers and 5 of them didn't leave a tip. If he got $3 each from the ones who did tip, how much money did he earn? ",6, The waiter had 7 customers. 5 of them did not leave a tip. So that means that 2 of them did leave a tip. 2 * 3 = 6. The answer is 6.,"[' The', ' waiter', ' had', ' 7', ' customers', '.', ' 5', ' of', ' them', ' did', ' not', ' leave', ' a', ' tip', '.', ' So', ' that', ' means', ' that', ' 2', ' of', ' them', ' did', ' leave', ' a', ' tip', '.', ' 2', ' *', ' 3', ' =', ' 6', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.82222605, -0.0029861992, -0.16121808, -0.002676092, -0.00025109736999999997, -0.32544836, -0.7435434, -0.14566506, -0.0029337127, -0.3603663, -2.9636725000000002e-05, -0.034055628000000004, -0.0020829816, -8.3404535e-05, -0.68717676, -0.51266044, -1.1855551, -0.4015902, -0.72852594, -0.012019002, -0.1575498, -0.00059271755, -0.0036690375, -0.167394, -0.0007918175000000001, -2.045765e-05, -0.00029271433999999996, -0.5538659, -0.7974223500000001, -0.0018772973, -0.50700605, -0.0007767841, -0.01913059, -0.008430414, -0.009619358000000001, -4.2433903e-06, -0.000957005, -0.0033379665]",,6,1
490," At the fair Adam bought 10 tickets. After riding the ferris wheel he had 3 tickets left. If each ticket cost 9 dollars, how much money did Adam spend riding the ferris wheel? ",63," Adam started with 10 tickets. He had 3 left, so he must have used 10 - 3 = 7 tickets. If each ticket cost 9 dollars, then 7 tickets will cost 7 * 9 = 63 dollars. The answer is 63.","[' Adam', ' started', ' with', ' 10', ' tickets', '.', ' He', ' had', ' 3', ' left', ',', ' so', ' he', ' must', ' have', ' used', ' 10', ' -', ' 3', ' =', ' 7', ' tickets', '.', ' If', ' each', ' ticket', ' cost', ' 9', ' dollars', ',', ' then', ' 7', ' tickets', ' will', ' cost', ' 7', ' *', ' 9', ' =', ' 63', ' dollars', '.', ' The', ' answer', ' is', ' 63', '.']","[-0.9389409400000001, -0.46911067, -0.0054900087, -0.00027685300000000003, -0.00011547263, -0.029829308000000002, -0.2887032, -0.040670924000000004, -1.5805701000000003e-05, -0.40434423, -0.7522319, -0.04318873, -0.0024269642000000003, -0.76108867, -0.00047243130000000004, -0.6312646, -0.0011139287, -0.0004974163, -8.256821000000001e-05, -0.010477123000000001, -8.8290224e-05, -0.033600736, -0.0067748963, -0.6733878, -0.002285426, -0.023371445, -0.10386833000000001, -0.0017405538, -0.0002116928, -0.0023515625, -0.05461711, -0.7879839, -0.29168913, -0.8754274999999999, -0.22084758000000002, -0.5823178, -0.31098807, -6.8669196e-06, -0.08497874400000001, -6.373136e-05, -0.027807865, -7.613187e-05, -0.0026986825, -7.052812000000001e-05, -1.8073477000000003e-05, -1.0444119e-05, -0.011648612000000001]",,63,1
491," A worksheet had 7 problems on it. If a teacher had 17 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",63," Each worksheet has 7 problems. So if the teacher has graded 8 worksheets, she has graded 8 * 7 = 56 problems. If she has 17 worksheets left to grade, she has 17 * 7 = 119 problems left to grade in total. So she has 119 - 56 = 63 more problems to grade. The answer is 63.","[' Each', ' works', 'heet', ' has', ' 7', ' problems', '.', ' So', ' if', ' the', ' teacher', ' has', ' graded', ' 8', ' works', 'he', 'ets', ',', ' she', ' has', ' graded', ' 8', ' *', ' 7', ' =', ' 56', ' problems', '.', ' If', ' she', ' has', ' 17', ' works', 'he', 'ets', ' left', ' to', ' grade', ',', ' she', ' has', ' 17', ' *', ' 7', ' =', ' 119', ' problems', ' left', ' to', ' grade', ' in', ' total', '.', ' So', ' she', ' has', ' 119', ' -', ' 56', ' =', ' 63', ' more', ' problems', ' to', ' grade', '.', ' The', ' answer', ' is', ' 63', '.']","[-0.65313697, -0.0058754534, -9.592052000000001e-05, -0.063031934, -6.539934e-05, -0.00026051674, -0.09848375000000001, -0.8491736999999999, -0.90847045, -0.46786729, -0.00010212031, -0.023372361, -0.14359754, -0.000104267005, -0.025598165000000003, -1.0800813e-05, -3.076318e-07, -0.0035514906000000002, -0.15543915, -0.07477305000000001, -0.013972317000000001, -0.006523126000000001, -0.08369757, -3.076318e-07, -0.03300189, -2.3556138e-05, -0.0013376616, -0.034908693000000005, -0.8861298, -0.0030966247000000003, -0.014527944000000001, -0.03094757, -0.008439911500000001, -1.2946569000000003e-05, -7.854046699999999e-07, -0.78308445, -0.04358687, -9.251094e-06, -0.00018712735999999998, -0.2500561, -0.19152719, -0.020761635, -6.6294405999999995e-06, -2.8138237999999996e-06, -0.014804117, -0.00012799047, -0.4020102, -0.0039329585, -0.11814985400000001, -2.8682118000000004e-05, -0.04294722, -3.6482896999999998e-06, -2.2159092999999997e-06, -0.009244322000000001, -0.0029549930000000004, -0.0075354474, -0.290481, -1.3823811999999999e-06, -4.4818075000000005e-06, -0.0013417213, -2.665838e-05, -0.18134198, -2.7611111e-05, -0.0005044524399999999, -8.5549356e-05, -1.8668587e-05, -0.09851979999999999, -2.5583630000000002e-05, -1.2622394999999999e-06, -3.7684315e-06, -9.377476e-05]",,63,1
492," A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points, how many points were scored total? ",12," 9 members total, 3 didn't show up so that means 6 members showed up. 6 members x 2 points each is 12 points.","[' 9', ' members', ' total', ',', ' 3', ' didn', ""'t"", ' show', ' up', ' so', ' that', ' means', ' 6', ' members', ' showed', ' up', '.', ' 6', ' members', ' x', ' 2', ' points', ' each', ' is', ' 12', ' points', '.']","[-1.060315, -0.012043009, -0.702738, -0.4622463, -0.21509653, -0.5149587, -4.2777349999999996e-07, -8.924483e-05, -0.00733086, -0.9592160999999999, -0.28327572, -0.6458844, -0.3710437, -0.09873273, -0.049996976000000005, -3.7148744000000006e-05, -0.0047525037, -0.6574612999999999, -0.14932804, -0.9103855, -4.513573400000001e-05, -0.00020906834, -0.021120988, -0.41676036, -0.000509462, -0.0008874416000000001, -0.52184063]",,12,1
493," Mike had 15 video games but 9 of them weren't working. If he wanted to sell the working games for $5 each, how much money could he earn? ",30, Mike had 15 video games. 9 of them were not working. So he had 15 - 9 = 6 working video games. 6 video games at $5 each will be 6 x 5 = 30 dollars. The answer is 30.,"[' Mike', ' had', ' 15', ' video', ' games', '.', ' 9', ' of', ' them', ' were', ' not', ' working', '.', ' So', ' he', ' had', ' 15', ' -', ' 9', ' =', ' 6', ' working', ' video', ' games', '.', ' 6', ' video', ' games', ' at', ' $', '5', ' each', ' will', ' be', ' 6', ' x', ' 5', ' =', ' 30', ' dollars', '.', ' The', ' answer', ' is', ' 30', '.']","[-0.36184567, -0.32456029999999997, -0.010996162, -0.07198106, -4.680184e-05, -0.45855004, -0.02722148, -0.26655629999999997, -0.0016340376, -0.2916573, -0.026230529000000002, -3.9411840000000004e-05, -0.09212595, -0.19981442, -0.13106883, -0.36143076, -0.004748372000000001, -3.6670972e-05, -5.675771e-06, -0.010539527, -0.00012739444, -0.2629394, -0.16879936, -4.1678675e-05, -0.0026768092, -0.64499944, -1.0066562, -0.00015457775999999998, -0.46586096, -0.29364115, -3.076318e-07, -0.00042114808, -0.71657646, -0.06303403, -0.13268009, -0.39631417, -0.0002358368, -0.02014658, -0.062911004, -0.0140015725, -2.2365928000000002e-05, -0.03642457, -3.643162000000001e-05, -6.6294405999999995e-06, -0.00017627938, -0.005352472400000001]",,30,1
494," Edward earned 9 dollars for each lawn he mowed. If he had 6 lawns to mow, but forgot to mow 2 of them, how much money did he actually earn? ",36," Edward earned 9 dollars for each lawn he mowed. He had 6 lawns to mow, but he forgot to mow 2 of them. So he only mowed 4 lawns. 9 * 4 is 36. The answer is 36.","[' Edward', ' earned', ' 9', ' dollars', ' for', ' each', ' lawn', ' he', ' m', 'owed', '.', ' He', ' had', ' 6', ' lawn', 's', ' to', ' m', 'ow', ',', ' but', ' he', ' forgot', ' to', ' m', 'ow', ' 2', ' of', ' them', '.', ' So', ' he', ' only', ' m', 'owed', ' 4', ' lawn', 's', '.', ' 9', ' *', ' 4', ' is', ' 36', '.', ' The', ' answer', ' is', ' 36', '.']","[-0.1723015, -0.06534759, -0.00042448685, -0.0005896153, -0.47729373, -0.037889387000000004, -0.00015923064999999998, -0.46633896, -9.580224e-05, -1.4854846000000001e-05, -0.0012338732, -0.8409559999999999, -0.8322202999999999, -0.06090281, -0.009576749, -0.00010844023999999999, -0.32555202, -0.0007392633699999999, -8.7733215e-06, -0.5766420999999999, -0.10235689, -0.67980283, -0.38785526000000003, -0.24035518, -0.12338733, -1.8601541999999999e-06, -0.006211142, -0.13041487000000002, -0.0068863984, -0.023690471, -0.16603358000000001, -0.04716274, -1.063531, -0.09277287000000001, -6.827631999999999e-08, -0.25305805, -0.48044115, -4.361666e-06, -0.02096059, -0.29815617, -0.13023439, -4.656436000000001e-05, -0.67253906, -0.00040594287999999996, -0.07801205, -0.10374044, -0.00022170728, -4.751897e-05, -0.00023857858, -0.006945156500000001]",,36,1
495," At a restaurant each adult meal costs $2 and kids eat free. If a group of 9 people came in and 2 were kids, how much would it cost for the group to eat? ",14," If 2 were kids, then that means 7 were adults. 7 adults at 2 dollars each is 7 * 2 = 14 dollars. The answer is 14 dollars.","[' If', ' 2', ' were', ' kids', ',', ' then', ' that', ' means', ' 7', ' were', ' adults', '.', ' 7', ' adults', ' at', ' 2', ' dollars', ' each', ' is', ' 7', ' *', ' 2', ' =', ' 14', ' dollars', '.', ' The', ' answer', ' is', ' 14', ' dollars', '.']","[-1.243604, -0.21214218, -0.4351498, -0.00057273736, -0.39342499999999997, -0.1276469, -0.5837272, -0.25161302, -0.46692085, -0.042607866, -5.0617460000000005e-05, -8.519080000000002e-05, -0.6710325500000001, -0.5702385999999999, -0.53175396, -0.33874226, -0.00013085242, -0.061477356000000004, -0.23280706, -0.055062520000000004, -0.15941377, -3.130471e-05, -0.08790287000000001, -0.016688699, -0.1841932, -4.573365e-05, -0.13472469, -0.006318504, -3.6482896999999998e-06, -0.00033260232999999997, -0.48209378, -0.00010379016999999999]",,14,1
496," Chloe baked 7 brownies, but needed 16 total for her party. If she used 6 cups of flour on each one, how much cups of flour does she still need? ",54," Chloe needed 16 brownies for her party. She baked 7, so she still needs 16 - 7 = 9. She used 6 cups of flour for each one, so she needs 9 x 6 = 54 cups of flour. The answer is 54.","[' Chloe', ' needed', ' 16', ' brown', 'ies', ' for', ' her', ' party', '.', ' She', ' baked', ' 7', ',', ' so', ' she', ' still', ' needs', ' 16', ' -', ' 7', ' =', ' 9', '.', ' She', ' used', ' 6', ' cups', ' of', ' flour', ' for', ' each', ' one', ',', ' so', ' she', ' needs', ' 9', ' x', ' 6', ' =', ' 54', ' cups', ' of', ' flour', '.', ' The', ' answer', ' is', ' 54', '.']","[-0.16538855, -1.1306833, -0.080562375, -0.55178297, -4.1918032e-05, -1.200365, -0.055128463, -5.5030050000000003e-05, -0.5711415, -0.1051945, -0.5278900000000001, -7.124244000000001e-05, -0.65622276, -0.033245686, -0.0042760796000000005, -0.5802165, -0.002406648, -0.13451004, -0.01927617, -0.00016757715, -0.06694082, -2.4750101e-05, -0.6691056, -0.9297331, -0.03510919, -0.0005808492399999999, -0.00013276069, -0.032467373, -8.7733215e-06, -0.6124383999999999, -5.240840000000001e-05, -0.43664769999999997, -0.038630627, -0.00016089862999999998, -0.033204526000000005, -0.7975888, -0.06585822, -0.6896808999999999, -1.8841804e-07, -0.13471127, -7.9112084e-05, -0.48559204, -0.012001748000000001, -5.347752800000001e-05, -0.14095435, -0.36020577, -0.00018832132999999998, -1.2828294e-05, -4.5374152000000005e-05, -0.018656682]",,54,1
497," There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? ",15, There were 8 friends playing. 3 players quit. So 8 - 3 = 5 players are left. Each player has 3 lives. So 5 * 3 = 15 lives. The answer is 15.,"[' There', ' were', ' 8', ' friends', ' playing', '.', ' 3', ' players', ' quit', '.', ' So', ' 8', ' -', ' 3', ' =', ' 5', ' players', ' are', ' left', '.', ' Each', ' player', ' has', ' 3', ' lives', '.', ' So', ' 5', ' *', ' 3', ' =', ' 15', ' lives', '.', ' The', ' answer', ' is', ' 15', '.']","[-1.0853614, -0.11817010500000001, -0.6736474, -0.06518083, -0.67593604, -1.2929449, -0.3618384, -0.7454246, -0.29980898, -0.29243252000000003, -0.15408678, -0.6915167600000001, -0.008281114000000001, -3.0234640000000003e-05, -0.08605464, -0.0001991712, -0.6998899, -0.4478299, -0.0948487, -0.017613268, -0.58169293, -0.08553203, -0.86462706, -4.3941770000000005e-05, -4.6206733e-05, -0.09611171, -0.3883685, -0.5332583, -0.3060237, -1.8601541999999999e-06, -0.09041743000000001, -0.0011049176, -0.31449965, -0.70692474, -0.011453669000000001, -0.00019643031999999998, -5.3363005000000004e-05, -6.746777999999999e-06, -0.009961965000000001]",,15,1
498," Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy? ",6," Sam invited 9 friends, but 6 couldn't come. So he would have 9 - 6 = 3 friends at his party. 3 friends means he would need 3 * 2 = 6 cupcakes. The answer is 6.","[' Sam', ' invited', ' 9', ' friends', ',', ' but', ' 6', ' couldn', ""'t"", ' come', '.', ' So', ' he', ' would', ' have', ' 9', ' -', ' 6', ' =', ' 3', ' friends', ' at', ' his', ' party', '.', ' 3', ' friends', ' means', ' he', ' would', ' need', ' 3', ' *', ' 2', ' =', ' 6', ' cup', 'cakes', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.66012305, -0.34400052000000003, -3.7983213e-05, -0.048864946000000006, -0.15451242, -0.0042295083, -0.0042064637, -0.01189106, -8.058068499999999e-06, -0.0015603695, -0.042786457, -0.12863332, -0.6687894999999999, -0.82134616, -0.85591364, -0.46325657000000003, -1.6402679e-05, -1.0800813e-05, -0.023386698, -0.00013085242, -0.101781614, -0.31415626, -0.104312286, -0.053190786000000004, -0.00048811613999999996, -0.8501139999999999, -0.06242217, -0.41428295, -0.27037102, -0.5719097, -0.00013180608, -0.005082306, -0.02114759, -4.2777349999999996e-07, -0.0016609647, -1.0323977e-05, -0.0001617331, -6.3900848e-06, -0.008505854, -0.009744843500000001, -0.00025932746999999997, -6.3900848e-06, -0.0014140002, -0.0038847297]",,6,1
499," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, how many points would she have earned? ",72," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, she would have earned 8 points for each of the 9 bags she did recycle. So she would have earned 8 x 9 = 72 points.","[' Megan', ' earned', ' 8', ' points', ' for', ' each', ' bag', ' of', ' cans', ' she', ' recycled', '.', ' If', ' she', ' had', ' 14', ' bags', ',', ' but', ' didn', ""'t"", ' recycle', ' 5', ' of', ' them', ',', ' she', ' would', ' have', ' earned', ' 8', ' points', ' for', ' each', ' of', ' the', ' 9', ' bags', ' she', ' did', ' recycle', '.', ' So', ' she', ' would', ' have', ' earned', ' 8', ' x', ' 9', ' =', ' 72', ' points', '.']","[-0.49348909999999996, -0.63603836, -0.0015723101, -0.00073437026, -0.2863654, -0.07413821, -0.0038358448, -0.6513761, -0.00037588822, -0.34187096, -0.0009422091, -0.0016992964, -0.62627596, -0.0037866614000000003, -0.23444785, -0.017095882, -0.0048050876, -0.16240567, -0.54628456, -0.07481661, -8.841036500000001e-05, -0.00016495361, -2.6419024000000005e-05, -0.010625306000000001, -0.0008882761, -0.0017212674, -0.1616167, -0.010838042, -0.049550675, -0.90045106, -0.10526012, -0.7283305999999999, -0.037229124, -0.6030700999999999, -0.0029225326, -0.030676432000000003, -0.4335619, -0.094805576, -0.022051372, -0.49278268000000003, -0.0009022376000000001, -0.0009494883000000001, -0.5983826999999999, -0.03307902, -0.006378188700000001, -0.0070230660000000006, -0.022519998000000003, -0.3037993, -0.6538499600000001, -1.3823811999999999e-06, -0.16241135, -0.0002476394, -0.06401494, -0.009184105000000001]",,72,1
500," Will had 57 dollars. If he spent 27 bucks on a new game, how many 6 dollar toys could he buy with the money he had left? ",5, Will had 57 dollars. He spent 27 dollars on a new game. So he has 57 - 27 = 30 dollars left. He could buy 30 / 6 = 5 toys.,"[' Will', ' had', ' 57', ' dollars', '.', ' He', ' spent', ' 27', ' dollars', ' on', ' a', ' new', ' game', '.', ' So', ' he', ' has', ' 57', ' -', ' 27', ' =', ' 30', ' dollars', ' left', '.', ' He', ' could', ' buy', ' 30', ' /', ' 6', ' =', ' 5', ' toys', '.']","[-0.5276126, -0.41927585, -0.006202025000000001, -0.004705192, -0.042050276000000004, -0.5584962, -0.10510882, -0.006178575600000001, -0.64875454, -0.0979681, -0.2572242, -0.090659186, -9.21049e-05, -0.1783938, -0.32248005, -0.12361108500000001, -0.60904837, -0.00095975155, -0.0027453024, -0.00012560723, -0.060612343000000006, -0.00035263688, -0.039992996, -0.039362863000000005, -0.01234813, -0.56618524, -0.23859729999999998, -0.0033291762, -0.17879757000000002, -0.017232373000000002, -4.6684505e-05, -0.004553513, -0.0006518225, -0.43549246, -0.42910707000000003]",,5,1
501, A pet store had 18 puppies. In one day they sold 3 of them and put the rest into cages with 5 in each cage. How many cages did they use? ,3, 18 puppies were put into cages. 3 were sold. So 18 - 3 = 15. 15 puppies were put into cages. 5 go into each cage. So 15 / 5 = 3. The answer is 3.,"[' 18', ' puppies', ' were', ' put', ' into', ' cages', '.', ' 3', ' were', ' sold', '.', ' So', ' 18', ' -', ' 3', ' =', ' 15', '.', ' 15', ' puppies', ' were', ' put', ' into', ' cages', '.', ' 5', ' go', ' into', ' each', ' cage', '.', ' So', ' 15', ' /', ' 5', ' =', ' 3', '.', ' The', ' answer', ' is', ' 3', '.']","[-1.809491, -0.275862, -0.9222363, -1.0702767, -0.010492601, -0.015011751, -0.04097006, -1.0218511, -0.26723137, -0.0009845094, -0.91929287, -0.60246813, -0.498695, -0.0014365634, -0.00016364138, -0.019652499, -0.00034726874, -0.9984521999999999, -0.7850859, -0.9189375999999999, -0.17756349999999999, -0.00851896, -0.0053673936, -0.020702790000000002, -0.0065720226000000005, -0.9453933, -0.6919951400000001, -0.039291690000000004, -0.0030578800000000002, -0.00039926343, -0.007790292000000001, -0.26354542000000003, -0.12738052, -0.037992593000000005, -6.075394400000001e-05, -0.10116663000000001, -0.0008923339, -0.020093791, -0.13687545, -0.0017395982, -0.0001963102, -0.0011365436, -0.01772156]",,3,1
