,question,answer,response,mapping,response_answer,equations,correct
410," Kaleb bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Kaleb still have? ",54,"Kaleb started with c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so he has (c0 - c1) * c2 pieces of chocolate candy left. 
pieces_remaining = (c0 - c1) * c2
The answer is pieces_remaining.","{'c0': 14.0, 'c1': 5.0, 'c2': 6.0}",54,"['pieces_remaining =  (c0 - c1) * c2', 'answer = pieces_remaining']",1
411," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",15,"There are c1 people in the group, and c2 of them are kids. So the number of adults is c1 - c2. Each adult meal costs c0 dollars, so the total cost for the adult meals is (c1 - c2) * c0 dollars. Since the kids eat for free, the total cost for the group to eat is just the cost of the adult meals:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 3.0, 'c1': 12.0, 'c2': 7.0}",15,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
412," Jerry had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",72,"Jerry had c0 action figures and needs c1 total. So he needs to buy c1 - c0 more action figures. 
action_figures_needed = c1 - c0
Each action figure costs c2 dollars, so the total cost would be action_figures_needed * c2 dollars. 
total_cost = action_figures_needed * c2
The answer is total_cost.","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",72,"['action_figures_needed =  c1 - c0', 'total_cost =  action_figures_needed * c2', 'answer = total_cost']",1
413," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",72,"Each enemy defeated gives c0 points. If there are c1 enemies total and you destroy all but c2 of them, then you defeated c1 - c2 enemies. 
enemies_defeated = c1 - c2
So you would earn enemies_defeated * c0 points. 
points_earned = enemies_defeated * c0
The answer is points_earned.","{'c0': 9.0, 'c1': 11.0, 'c2': 3.0}",72,"['enemies_defeated =  c1 - c2', 'points_earned =  enemies_defeated * c0', 'answer = points_earned']",1
414," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",72,"There were c0 friends playing. c1 players quit, so c0 - c1 players remained. Each player left had c2 lives, so the total number of lives left is (c0 - c1) * c2. 
total_lives_left = (c0 - c1) * c2
The answer is total_lives_left.","{'c0': 16.0, 'c1': 7.0, 'c2': 8.0}",72,"['total_lives_left =  (c0 - c1) * c2', 'answer = total_lives_left']",1
415," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",20,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
time_to_install = (c0 - c1) * c2
The answer is time_to_install.","{'c0': 10.0, 'c1': 6.0, 'c2': 5.0}",20,"['time_to_install =  (c0 - c1) * c2', 'answer = time_to_install']",1
416," Adam earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36,"Adam earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot c2 of them. So he actually mowed c1 - c2 lawns. 
lawns_mowed = c1 - c2
Therefore, he earned lawns_mowed * c0 dollars. 
money_earned = lawns_mowed * c0
The answer is money_earned.","{'c0': 9.0, 'c1': 12.0, 'c2': 8.0}",36,"['lawns_mowed =  c1 - c2', 'money_earned =  lawns_mowed * c0', 'answer = money_earned']",1
417," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",64,"The trivia team had c0 members total. c1 members didn't show up, so c0 - c1 members showed up. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 12.0, 'c1': 4.0, 'c2': 8.0}",64,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
418," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",56,"Mike had c0 video games. c1 of them weren't working, so he has c0 - c1 working games. 
working_games = c0 - c1
If he sells each working game for c2 dollars, he can earn working_games * c2 dollars. 
money_earned = working_games * c2
The answer is money_earned.","{'c0': 16.0, 'c1': 8.0, 'c2': 7.0}",56,"['working_games =  c0 - c1', 'money_earned =  working_games * c2', 'answer = money_earned']",1
419," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",49,"The painter needs to paint c0 rooms in total. If he already painted c2 rooms, then he still needs to paint c0 - c2 rooms. 
rooms_left = c0 - c2
Each room takes c1 hours to paint, so the total time needed to paint the remaining rooms is rooms_left * c1 hours. 
time_needed = rooms_left * c1
The answer is time_needed.","{'c0': 12.0, 'c1': 7.0, 'c2': 5.0}",49,"['rooms_left =  c0 - c2', 'time_needed =  rooms_left * c1', 'answer = time_needed']",1
420," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15,"There were c0 friends playing the game. c1 players quit, so c0 - c1 players remained. Each player left had c2 lives, so the total number of lives left is (c0 - c1) * c2. 
total_lives_left = (c0 - c1) * c2
The answer is total_lives_left.","{'c0': 8.0, 'c1': 5.0, 'c2': 5.0}",15,"['total_lives_left =  (c0 - c1) * c2', 'answer = total_lives_left']",1
421," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",27,"The trivia team had c0 members total. c1 members didn't show up, so c0 - c1 members showed up. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 15.0, 'c1': 6.0, 'c2': 3.0}",27,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
422," Ned had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",63,"Ned had c0 video games but c1 of them weren't working. So he had c0 - c1 working video games. 
working_games = c0 - c1
If he sold each working game for $c2, he could earn working_games * c2 dollars. 
money_earned = working_games * c2
The answer is money_earned.","{'c0': 15.0, 'c1': 6.0, 'c2': 7.0}",63,"['working_games =  c0 - c1', 'money_earned =  working_games * c2', 'answer = money_earned']",1
423," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Zoe sold all but c2 bars, how much money would she have made? ",42,"Each chocolate bar costs c0 dollars. There were c1 bars in the box, but Zoe sold c1 - c2 bars. So she sold (c1 - c2) chocolate bars. 
chocolate_bars_sold = c1 - c2
Zoe made (c0 * chocolate_bars_sold) dollars from selling the chocolate bars. 
money_made = c0 * chocolate_bars_sold
The answer is money_made.","{'c0': 6.0, 'c1': 13.0, 'c2': 6.0}",42,"['chocolate_bars_sold =  c1 - c2', 'money_made =  c0 * chocolate_bars_sold', 'answer = money_made']",1
424," Will bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Will still have? ",16,"Will started with c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so he has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 7.0, 'c1': 3.0, 'c2': 4.0}",16,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
425," Mike invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",24,"Mike originally invited c0 friends, but c1 couldn't come. So c0 - c1 friends will be attending the party. If he wants to buy enough cupcakes so each person can have c2, he needs to buy (c0 - c1) * c2 cupcakes. 
cupcakes_needed = (c0 - c1) * c2
The answer is cupcakes_needed.","{'c0': 13.0, 'c1': 7.0, 'c2': 4.0}",24,"['cupcakes_needed =  (c0 - c1) * c2', 'answer = cupcakes_needed']",1
426," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",10,"Each enemy defeated gives c0 points. If there are c1 enemies total and you destroy all but c2 of them, then you defeated c1 - c2 enemies. 
enemies_defeated = c1 - c2
So you would earn enemies_defeated * c0 points. 
points_earned = enemies_defeated * c0
The answer is points_earned.","{'c0': 5.0, 'c1': 8.0, 'c2': 6.0}",10,"['enemies_defeated =  c1 - c2', 'points_earned =  enemies_defeated * c0', 'answer = points_earned']",1
427," Roger earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",54,"Roger earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot c2 of them. So he actually mowed c1 - c2 lawns. 
lawns_mowed = c1 - c2
Therefore, he earned c0 * lawns_mowed dollars. 
money_earned = c0 * lawns_mowed
The answer is money_earned.","{'c0': 9.0, 'c1': 14.0, 'c2': 8.0}",54,"['lawns_mowed =  c1 - c2', 'money_earned =  c0 * lawns_mowed', 'answer = money_earned']",1
428," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",4,"The magician started with c1 decks and ended with c2 decks. So he sold c1 - c2 decks. 
decks_sold = c1 - c2
Each deck was sold for c0 dollars, so the magician earned c0 * decks_sold dollars. 
money_earned = c0 * decks_sold
The answer is money_earned.","{'c0': 2.0, 'c1': 5.0, 'c2': 3.0}",4,"['decks_sold =  c1 - c2', 'money_earned =  c0 * decks_sold', 'answer = money_earned']",1
429," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",36,"The chef needs to cook c0 potatoes in total. He has already cooked c1, so he needs to cook c0 - c1 more potatoes. 
potatoes_left = c0 - c1
If each potato takes c2 minutes to cook, then cooking all the remaining potatoes will take potatoes_left * c2 minutes. 
time_to_cook = potatoes_left * c2
The answer is time_to_cook.","{'c0': 12.0, 'c1': 6.0, 'c2': 6.0}",36,"['potatoes_left =  c0 - c1', 'time_to_cook =  potatoes_left * c2', 'answer = time_to_cook']",1
430," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",18,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
time_to_install = (c0 - c1) * c2
The answer is time_to_install.","{'c0': 9.0, 'c1': 6.0, 'c2': 6.0}",18,"['time_to_install =  (c0 - c1) * c2', 'answer = time_to_install']",1
431," At the fair Adam bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Adam spend riding the ferris wheel? ",81,"Adam started with c0 tickets. After riding the ferris wheel, he had c1 tickets left. So he used c0 - c1 tickets for the ferris wheel. 
tickets_used = c0 - c1
Each ticket cost c2 dollars, so Adam spent tickets_used * c2 dollars. 
money_spent = tickets_used * c2
The answer is money_spent.","{'c0': 13.0, 'c1': 4.0, 'c2': 9.0}",81,"['tickets_used =  c0 - c1', 'money_spent =  tickets_used * c2', 'answer = money_spent']",1
432," Dave bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Dave still have? ",21,"Dave started with c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so he has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 12.0, 'c1': 5.0, 'c2': 3.0}",21,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
433," John had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",10,"John had c0 action figures and needs c1 total. So he needs to buy c1 - c0 more action figures. 
action_figures_needed = c1 - c0
Each action figure costs c2 dollars, so the total cost would be action_figures_needed * c2 dollars. 
total_cost = action_figures_needed * c2
The answer is total_cost.","{'c0': 5.0, 'c1': 7.0, 'c2': 5.0}",10,"['action_figures_needed =  c1 - c0', 'total_cost =  action_figures_needed * c2', 'answer = total_cost']",1
