,question,answer,response,mapping,response_answer,equations,correct
375," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6,"First, we need to determine the total number of cookies Maria has:
total_cookies = c1 + c2
Then, we can divide the total number of cookies by the number of cookies in each bag to find the number of baggies Maria can make:
baggies = total_cookies / c0
The answer is baggies.","{'c0': 3.0, 'c1': 2.0, 'c2': 16.0}",6,"['total_cookies =  c1 + c2', 'baggies =  total_cookies / c0', 'answer = baggies']",1
376, Sarah's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9,"Sarah can only wash c0 pieces of clothing at a time, so she will need to do separate loads for the shirts and sweaters. The number of loads for the shirts is c1 divided by c0, rounded up to the nearest whole number (since she can't do a partial load). The number of loads for the sweaters is c2 divided by c0, rounded up to the nearest whole number. So the total number of loads she needs to do is:

total_loads = ceil(c1/c0) + ceil(c2/c0)

The answer is total_loads.","{'c0': 5.0, 'c1': 43.0, 'c2': 2.0}",10,"['total_loads =  ceil(c1/c0) + ceil(c2/c0)', 'answer = total_loads']",0
377," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",2,"We need to find out how many puppies are left to be adopted after each day. Let's call the number of days it takes to adopt all the puppies ""d"". 

On the first day, c2 puppies are adopted, so there are c0 + c1 - c2 puppies left. 
On the second day, another c2 puppies are adopted, so there are c0 + c1 - 2c2 puppies left. 
This pattern continues until all the puppies are adopted, so: 

c0 + c1 - dc2 = 0 

We can solve for d: 

d = (c0 + c1) / c2 

So it would take (c0 + c1) / c2 days for all the puppies to be adopted.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2,"['dc2 =  0 ', 'd =  (c0 + c1) / c2 ']",1
378," While playing at the arcade, Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. So he has a total of c0 + c1 tickets. 
To find out how many candies he can buy, we need to divide the total number of tickets by the cost of each candy: 
candies = (c0 + c1) / c2
The answer is candies.","{'c0': 2.0, 'c1': 13.0, 'c2': 3.0}",5,"['candies =  (c0 + c1) / c2', 'answer = candies']",1
379, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,6,"There were already c1 chicken wings cooked and c2 more were cooked for the group, so there are now c1 + c2 chicken wings in total. If the group has c0 friends, then each person would get (c1 + c2) / c0 chicken wings. 
The answer is (c1 + c2) / c0.","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",6,['answer = (c1 + c2) / c0'],1
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3,"Nancy can only wash c0 pieces of clothing at a time, so she will need to do separate loads for the shirts and sweaters. The number of loads for the shirts is c1 divided by c0, rounded up to the nearest whole number (since she can't do a partial load). The number of loads for the sweaters is c2 divided by c0, rounded up to the nearest whole number. So the total number of loads she needs to do is:

total loads = ceil(c1/c0) + ceil(c2/c0)

where ceil(x) is the ceiling function, which rounds x up to the nearest whole number.","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",5,['loads =  ceil(c1/c0) + ceil(c2/c0)'],0
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2,"To find out how many c2 dollar toys Paul can buy, we need to divide the total amount of money he has by the cost of each toy. 
total_money = c0 + c1
number_of_toys = total_money / c2
The answer is number_of_toys.","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",2,"['total_money =  c0 + c1', 'number_of_toys =  total_money / c2', 'answer = number_of_toys']",1
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Jerry made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars. If he only spends c2 dollars a week, then the money will last him for (c0 + c1) / c2 weeks. The answer is (c0 + c1) / c2.","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",9,"['Jerry made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars']",1
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. So he has a total of c0 + c1 tickets. 
To find out how many candies he can buy, we need to divide the total number of tickets by the cost of each candy: 
number_of_candies = (c0 + c1) / c2
The answer is number_of_candies.","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",5,"['number_of_candies =  (c0 + c1) / c2', 'answer = number_of_candies']",1
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9,"Luke can only carry c0 trays at a time, so he will need to make multiple trips to pick up all the trays. To figure out how many trips he needs to make, we can add up the number of trays from each table and divide by c0, rounding up to the nearest whole number. 
trips = ceil((c1 + c2) / c0)
The answer is trips.","{'c0': 4.0, 'c1': 20.0, 'c2': 16.0}",9,"['trips =  ceil((c1 + c2) / c0)', 'answer = trips']",1
385," Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4,"Vanessa and her friends recycled a total of c0 = c1 + c2 pounds of paper. For every c0 pounds, they earned one point. Therefore, they earned c0 points for recycling all the paper. 
points = c0 = c1 + c2
The answer is points.","{'c0': 9.0, 'c1': 20.0, 'c2': 16.0}",36,"['c0 =  c1 + c2 pounds of paper. For every c0 pounds, they earned one point. Therefore, they earned c0 points for recycling all the paper. ', 'points =  c0 ', 'answer = points']",0
386," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"We need to find out how many puppies are left to be adopted after each day. Let's call the number of days it takes to adopt all the puppies ""d"". 

On the first day, c2 puppies are adopted, so the number of puppies left is c0 + c1 - c2. 
On the second day, another c2 puppies are adopted, so the number of puppies left is c0 + c1 - 2c2. 
This pattern continues until there are no puppies left to adopt: 

c0 + c1 - c2d = 0 

We can solve for d: 

c0 + c1 = c2d 
d = (c0 + c1) / c2 

So it would take (c0 + c1) / c2 days for all the puppies to be adopted.","{'c0': 2.0, 'c1': 34.0, 'c2': 4.0}",9,"['c2d =  0 ', 'c1 =  c2d ', 'd =  (c0 + c1) / c2 ']",1
387, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,3,"To find out how many people would be on each team, we need to divide the total number of players by the number of teams. 
total_players = c0 + c1
players_per_team = total_players / c2
The answer is players_per_team.","{'c0': 9.0, 'c1': 15.0, 'c2': 8.0}",3,"['total_players =  c0 + c1', 'players_per_team =  total_players / c2', 'answer = players_per_team']",1
388," John was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",8,"John has c1 new cards and c2 old cards, so he has a total of c1 + c2 cards. If each page can hold c0 cards, then he will need to use c1 + c2 divided by c0 pages. 
pages_used = (c1 + c2) / c0
The answer is pages_used.","{'c0': 3.0, 'c1': 8.0, 'c2': 16.0}",8,"['pages_used =  (c1 + c2) / c0', 'answer = pages_used']",1
389," Wendy uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,"Wendy uploaded a total of c0 + c1 pictures to Facebook. If she sorted them into c2 albums with the same amount of pictures in each album, then the number of pictures in each album would be:

number of pictures in each album = (c0 + c1) / c2

The answer is (c0 + c1) / c2.","{'c0': 22.0, 'c1': 2.0, 'c2': 4.0}",6,"['album =  (c0 + c1) / c2', 'answer = (c0 + c1) / c2']",1
390, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,3,"First, we need to find the total number of bears after the new shipment arrived:
total_bears = c0 + c1
Then, we can divide the total number of bears by the number of bears on each shelf to find the number of shelves used:
shelves_used = total_bears / c2
The answer is shelves_used.","{'c0': 17.0, 'c1': 10.0, 'c2': 9.0}",3,"['total_bears =  c0 + c1', 'shelves_used =  total_bears / c2', 'answer = shelves_used']",1
391," Zoe and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Zoe recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",6,"Zoe and her friends recycled a total of c0 = c1 + c2 pounds of paper. For every c0 pounds, they earned one point. Therefore, they earned c0 points for recycling all the paper. 
points = c0
Substituting c0 = c1 + c2, we get: 
points = c1 + c2
The answer is points.","{'c0': 8.0, 'c1': 25.0, 'c2': 23.0}",48,"['c0 =  c1 + c2 pounds of paper. For every c0 pounds, they earned one point. Therefore, they earned c0 points for recycling all the paper. ', 'points =  c0', 'c0 =  c1 + c2, we get: ', 'points =  c1 + c2', 'answer = points']",0
392," Billy was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",9,"Billy has c1 new cards and c2 old cards, so he has a total of c1 + c2 cards to put in the binder. If each page can hold c0 cards, then he will need to use ceil((c1 + c2) / c0) pages, where ceil is the ceiling function that rounds up to the nearest integer. 

Therefore, the number of pages Billy will use is ceil((c1 + c2) / c0).","{'c0': 5.0, 'c1': 3.0, 'c2': 42.0}",9,[],1
393," For a birthday party Tom bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Tom bought c0 + c1 sodas in total. To figure out how many shelves he would fill up, we need to divide the total number of sodas by the number of sodas that can fit on each shelf:
shelves = (c0 + c1) / c2
The answer is shelves.","{'c0': 4.0, 'c1': 52.0, 'c2': 7.0}",8,"['shelves =  (c0 + c1) / c2', 'answer = shelves']",1
