,question,answer,response,tokens,logprobs,mapping,response_answer
329," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 17 trays from one table and 55 trays from another, how many trips will he make? ",8.0," Dave can carry 9 trays at a time. He has to pick up 17 trays from one table and 55 trays from another. So he will need to make 17/9 = 2 trips to pick up all the trays from the first table. Then he will need to make 55/9 = 6 trips to pick up all the trays from the second table. In total, he will need to make 2 + 6 = 8 trips.","[' Dave', ' can', ' carry', ' 9', ' tr', 'ays', ' at', ' a', ' time', '.', ' He', ' has', ' to', ' pick', ' up', ' 17', ' tr', 'ays', ' from', ' one', ' table', ' and', ' 55', ' tr', 'ays', ' from', ' another', '.', ' So', ' he', ' will', ' need', ' to', ' make', ' 17', '/', '9', ' =', ' 2', ' trips', ' to', ' pick', ' up', ' all', ' the', ' tr', 'ays', ' from', ' the', ' first', ' table', '.', ' Then', ' he', ' will', ' need', ' to', ' make', ' 55', '/', '9', ' =', ' 6', ' trips', ' to', ' pick', ' up', ' all', ' the', ' tr', 'ays', ' from', ' the', ' second', ' table', '.', ' In', ' total', ',', ' he', ' will', ' need', ' to', ' make', ' 2', ' +', ' 6', ' =', ' 8', ' trips', '.']","[-0.09432606, -0.36716264, -0.49631807, -0.002862994, -0.014175185000000002, -1.8841804e-07, -0.23121113000000001, -0.032832306, -0.00022576130999999998, -0.11537302, -1.1564654, -0.08836778, -1.855031e-05, -0.0010710839, -2.5344274000000003e-05, -0.0009791375, -0.2513055, -3.076318e-07, -0.025371568, -0.09853355, -2.5583630000000002e-05, -0.11940739, -8.924483e-05, -0.07731672, -6.827631999999999e-08, -7.946878e-05, -0.0010945352, -0.049298417000000004, -0.6632684, -0.05054736, -0.10942182, -0.9012678, -0.5027192, -0.000981286, -0.15996636, -0.10965192, -1.8601541999999999e-06, -0.41834965, -0.5448875400000001, -0.0014477851, -0.7768537400000001, -0.05250721, -1.2946569000000003e-05, -0.07923524, -0.13731146, -8.471396000000001e-05, 0.0, -0.00012596205, -0.0008613715, -0.00080058357, -1.3781962500000002e-05, -0.1671936, -0.68089396, -0.020723233, -0.00025050132999999996, -0.0040389984, -0.00069601886, -4.2988099999999996e-05, -8.793259600000001e-05, -7.887273400000001e-05, -2.6936819999999996e-06, -0.0005788217, -0.018566689, -0.22630861, -2.4152187000000003e-05, -6.5092986e-06, -7.314978e-05, -0.010076294000000001, -0.0035076472, -0.00045203812999999995, 0.0, -6.563869e-05, -2.2484204e-05, -0.012885048000000001, -1.0800813e-05, -6.611553000000001e-05, -0.74093145, -4.2272848e-05, -0.008745435000000001, -0.027228950000000002, -0.000585442, -0.45145622, -0.02389434, -3.170517e-06, -0.0010520500000000001, -0.047530513, -0.00014694747999999998, -0.00024585032999999997, -2.2245786e-05, -8.364295000000001e-05, -0.00986384]",,8.0
330," For a birthday party George bought 10 regular sodas and 22 diet sodas. If his fridge would only hold 4 on each shelf, how many shelves would he fill up? ",8.0," George bought 10 regular sodas and 22 diet sodas. If his fridge would only hold 4 on each shelf, he would need 10/4 = 2.5 shelves for the regular sodas and 22/4 = 5.5 shelves for the diet sodas. In total, he would need 2.5 + 5.5 = 8 shelves.","[' George', ' bought', ' 10', ' regular', ' sod', 'as', ' and', ' 22', ' diet', ' sod', 'as', '.', ' If', ' his', ' fridge', ' would', ' only', ' hold', ' 4', ' on', ' each', ' shelf', ',', ' he', ' would', ' need', ' 10', '/', '4', ' =', ' 2', '.', '5', ' shelves', ' for', ' the', ' regular', ' sod', 'as', ' and', ' 22', '/', '4', ' =', ' 5', '.', '5', ' shelves', ' for', ' the', ' diet', ' sod', 'as', '.', ' In', ' total', ',', ' he', ' would', ' need', ' 2', '.', '5', ' +', ' 5', '.', '5', ' =', ' 8', ' shelves', '.']","[-0.8049643999999999, -0.5535441, -0.45968536, -0.013554681, -0.03125414, -4.2777349999999996e-07, -0.008048675, -0.00012465262, -1.0800813e-05, -7.2672e-05, 0.0, -0.21074568, -1.3773178, -0.7336493, -0.0002277888, -0.32799155, -0.31110879999999996, -0.00022123232, -0.0018388389, -0.05503431, -9.556288600000001e-05, -0.00021503064, -0.0038347673000000003, -0.3538753, -0.04474097, -0.18328346, -1.5092223, -0.10414273, -4.2777349999999996e-07, -0.63926315, -0.012285251, -0.033328567, -1.9765537e-06, -0.005128319, -0.011122362, -0.06395559, -0.00064979406, -0.0029050773, -3.076318e-07, -0.17545731, -0.0007381886000000001, -0.00029807871999999996, -6.661909399999999e-07, -0.028105203000000002, -0.0015106426, -0.00024275183, -1.5327929000000002e-05, -0.00027852194, -0.0007539364, -0.0007145111399999999, -5.300351e-05, -6.158372e-05, -3.076318e-07, -0.012669764, -0.9555859999999999, -0.0010170271, -0.35360393, -0.0031577337, -0.00041900140000000004, -0.0011272951, -0.00042198348, -0.00041542323999999996, -6.827631999999999e-08, -0.0028969466000000003, -3.5001114e-05, -3.2140102000000006e-05, -5.5556293e-06, -0.0030834707000000003, -0.00054709346, -0.00149327, -0.0029426161]",,8.0
331, The schools debate team had 28 boys and 4 girls on it. If they were split into groups of 4 how many groups could they make? ,8.0," 28 boys and 4 girls is a total of 32 people. They need to be in groups of 4, so they can make 8 groups.","[' 28', ' boys', ' and', ' 4', ' girls', ' is', ' a', ' total', ' of', ' 32', ' people', '.', ' They', ' need', ' to', ' be', ' in', ' groups', ' of', ' 4', ',', ' so', ' they', ' can', ' make', ' 8', ' groups', '.']","[-1.4747705, -0.038075123, -0.025349561000000003, -0.00045728517999999997, -0.00033677462, -0.7584537, -0.49332634000000003, -7.159913000000001e-05, -4.406191e-05, -0.0003599105, -0.50950366, -0.016294222, -0.5812978, -0.31673136, -0.010565729000000001, -0.015501785, -0.6657086999999999, -0.00016983930000000002, -0.00016650239, -0.0018198501, -0.28707218, -0.0025788583, -0.062051404000000004, -0.2730885, -0.0013954965000000001, -0.3738081, -0.012259368000000001, -0.08129468000000001]",,8.0
332," Maria was making baggies of cookies with 8 cookies in each bag. If she had 5 chocolate chip cookies and 19 oatmeal cookies, how many baggies could she make? ",3.0, Maria had 8 cookies in each bag. She had 5 chocolate chip cookies and 19 oatmeal cookies. So she could make 5/8 baggies of chocolate chip cookies and 19/8 baggies of oatmeal cookies. The answer is 5/8 + 19/8 which is 24/8 which is 3.,"[' Maria', ' had', ' 8', ' cookies', ' in', ' each', ' bag', '.', ' She', ' had', ' 5', ' chocolate', ' chip', ' cookies', ' and', ' 19', ' o', 'atmeal', ' cookies', '.', ' So', ' she', ' could', ' make', ' 5', '/', '8', ' bag', 'g', 'ies', ' of', ' chocolate', ' chip', ' cookies', ' and', ' 19', '/', '8', ' bag', 'g', 'ies', ' of', ' o', 'atmeal', ' cookies', '.', ' The', ' answer', ' is', ' 5', '/', '8', ' +', ' 19', '/', '8', ' which', ' is', ' 24', '/', '8', ' which', ' is', ' 3', '.']","[-0.5237518999999999, -1.0445457, -0.71308726, -0.001345061, -0.030048318, -0.0016334434, -6.730761400000001e-05, -0.014519295000000002, -0.60878307, -0.010806889, -0.007018204, -0.0008094125, -0.0010939392, -0.0111144055, -0.007588117, -0.00036789934, -0.00011392571999999999, -5.675771e-06, -4.6086590000000006e-05, -0.010028372, -0.8495889, -0.041565385, -0.25136549999999996, -0.008274021000000001, -0.6712505, -0.7444044, -3.4089344e-06, -0.45840526000000004, -0.0020802326, -5.0778562999999996e-06, -0.044388104000000005, -0.007141622, -0.0007199985000000001, -0.00044917525, -0.024779703, -0.0018829096, -3.130471e-05, -1.8668587e-05, -0.06729638, -0.0005304540000000001, -2.3360508e-06, -0.0023900976, -0.0022065690000000002, -8.058068499999999e-06, -0.00014909416, -0.0062503666000000005, -0.8158961, -0.054964530000000004, -0.0010519318000000001, -0.21121933, -0.01367202, -4.2777349999999996e-07, -0.03108498, -0.0006432329000000001, -4.1232483e-06, -1.2828294e-05, -0.7159557, -0.038005225000000004, -0.061289947000000004, -1.6207987e-06, 0.0, -0.422571, -0.0018153125, -0.0054488340000000005, -0.34094587]",,5.0
333," For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9.0, Sarah received a total of 66 + 15 = 81 pieces of candy. 9 pieces a day will last her 81 / 9 = 9 days. The answer is 9.,"[' Sarah', ' received', ' a', ' total', ' of', ' 66', ' +', ' 15', ' =', ' 81', ' pieces', ' of', ' candy', '.', ' 9', ' pieces', ' a', ' day', ' will', ' last', ' her', ' 81', ' /', ' 9', ' =', ' 9', ' days', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.5465312999999999, -0.76078546, -0.66956466, -5.991855000000001e-05, -0.00011225586, -0.09364515, -0.0429919, -0.00036277243999999995, -0.002675495, -0.0011818353, -0.006285635, -0.0005562772000000001, -1.8601541999999999e-06, -0.00039473350000000004, -0.2991819, -0.0020903887, -0.009270311, -2.6936819999999996e-06, -0.337237, -0.36481172, -0.06811334000000001, -0.008255693, -0.08680977000000001, -1.0204763e-05, -0.022902666000000002, -7.219704e-05, -3.4287736000000006e-05, -1.9263687e-05, -0.18240575, -0.0017590038000000001, -1.022884e-06, -0.00012512946, -0.15810269999999998]",,9.0
334," Henry was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 29 trays from one table and 52 trays from another, how many trips will he make? ",9.0, Henry can carry 9 trays at a time. 29 trays from one table and 52 trays from another is 29 + 52 = 81. 81 / 9 is 9 with no remainder. So he will make 9 trips.,"[' Henry', ' can', ' carry', ' 9', ' tr', 'ays', ' at', ' a', ' time', '.', ' 29', ' tr', 'ays', ' from', ' one', ' table', ' and', ' 52', ' tr', 'ays', ' from', ' another', ' is', ' 29', ' +', ' 52', ' =', ' 81', '.', ' 81', ' /', ' 9', ' is', ' 9', ' with', ' no', ' remainder', '.', ' So', ' he', ' will', ' make', ' 9', ' trips', '.']","[-0.9045249, -0.54993045, -0.5478008, -0.003991363, -0.012108830000000001, -6.827631999999999e-08, -0.17320639999999998, -0.034169782, -0.00016805116, -0.112168185, -0.68349284, -0.094371326, -1.1430257999999999e-06, -0.08875801400000001, -0.049569592, -7.779892000000001e-05, -0.03404286, -2.7133337e-05, -0.09289223, 0.0, -0.00013156953999999998, -0.0050175440000000005, -0.73733425, -0.21370519999999998, -0.0049156537000000005, -6.5041706e-05, -0.62575734, -0.0009459092399999999, -0.24205849000000002, -0.5434437999999999, -0.7929839, -1.0800813e-05, -0.04161957, -0.00031536963, -0.07679518, -0.4073638, -0.0032926972000000003, -0.14892597, -0.44268605, -0.13172382, -0.274582, -0.4236801, -3.3212986000000004e-05, -0.0006735307, -0.16707279]",,9.0
335," Tiffany uploaded 7 pictures from her phone and 13 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",4.0," Tiffany uploaded 7 pictures from her phone and 13 from her camera. In total, she uploaded 7 + 13 = 20 pictures. If she sorted them into 5 different albums, each album would have 20 / 5 = 4 pictures.","[' Tiffany', ' uploaded', ' 7', ' pictures', ' from', ' her', ' phone', ' and', ' 13', ' from', ' her', ' camera', '.', ' In', ' total', ',', ' she', ' uploaded', ' 7', ' +', ' 13', ' =', ' 20', ' pictures', '.', ' If', ' she', ' sorted', ' them', ' into', ' 5', ' different', ' albums', ',', ' each', ' album', ' would', ' have', ' 20', ' /', ' 5', ' =', ' 4', ' pictures', '.']","[-0.5322356, -1.0010229, -0.8111261999999999, -0.112794235, -0.0006839712, -0.00020167645999999998, -0.00015887116, -0.023509406, -2.6298881e-05, -0.045494474, -2.8921473000000004e-05, -0.00021097567999999999, -1.0043079, -0.8339727, -0.00029736536, -0.27948326, -0.0988488, -0.6034547, -0.32245225, -0.020493848000000002, -0.00010605607, -0.004124703, -2.5941252000000004e-05, -0.0025560313, -0.07555743, -0.9746627, -0.009013521, -0.4697338, -0.20836297, -0.007778459000000001, -0.0047876583, -0.6637605400000001, -0.0014188351, -0.28017992, -0.780307, -0.007285408, -0.063204624, -0.17996356, -0.012177852000000001, -0.06751451, -4.406191e-05, -0.006998635400000001, -0.0001492143, -0.0067709954, -0.33706802]",,4.0
336, A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2.0, The store had 5 bears originally. They got a shipment of 7 more. So they had 5 + 7 = 12 bears. They put them on shelves with 6 on each shelf. So they used 12 / 6 = 2 shelves. The answer is 2.,"[' The', ' store', ' had', ' 5', ' bears', ' originally', '.', ' They', ' got', ' a', ' shipment', ' of', ' 7', ' more', '.', ' So', ' they', ' had', ' 5', ' +', ' 7', ' =', ' 12', ' bears', '.', ' They', ' put', ' them', ' on', ' shelves', ' with', ' 6', ' on', ' each', ' shelf', '.', ' So', ' they', ' used', ' 12', ' /', ' 6', ' =', ' 2', ' shelves', '.', ' The', ' answer', ' is', ' 2', '.']","[-1.2991309, -0.40960675, -0.45730707, -0.19765295, -0.67340624, -1.0439874, -0.5564511400000001, -0.39513788, -0.19760968, -0.33589154, -0.0027302990000000003, -0.28614069999999997, -3.4523340000000005e-05, -0.4398426, -0.26128593, -0.063239984, -0.22098757, -0.11814087000000001, -0.40504757, -0.025205418, -0.00023273456, -0.0066545834000000005, -0.00020644480000000002, -0.18390496, -0.33908156, -0.8211170999999999, -0.32437974, -0.6717529999999999, -0.09393241000000001, -0.0006502718299999999, -0.13134998, -0.003101529, -0.7900756999999999, -0.0003668246, -0.19953096, -0.021448316000000002, -0.32893136, -0.19044021, -0.5541391, -0.020091783000000002, -0.2154524, -5.0022347e-05, -0.033732288, -0.00015088324, -0.0007337732, -0.006792059600000001, -0.07307725400000001, -0.00020703992, -6.0993300000000004e-05, -0.0002048951, -0.055461694000000006]",,2.0
337," Paul made 68 dollars mowing lawns and 13 dollars weed eating. If he only spent 9 dollar a week, how long would the money last him? ",9.0," Paul made a total of 68 + 13 = 81 dollars. If he spends 9 dollars a week, that is 9 * 4 = 36 dollars a month. So the money would last him 81 / 36 = 2.25 months.","[' Paul', ' made', ' a', ' total', ' of', ' 68', ' +', ' 13', ' =', ' 81', ' dollars', '.', ' If', ' he', ' spends', ' 9', ' dollars', ' a', ' week', ',', ' that', ' is', ' 9', ' *', ' 4', ' =', ' 36', ' dollars', ' a', ' month', '.', ' So', ' the', ' money', ' would', ' last', ' him', ' 81', ' /', ' 36', ' =', ' 2', '.', '25', ' months', '.']","[-0.6022546999999999, -0.4609661, -0.47678277, -0.0001722244, -0.00012846823999999998, -0.054670494, -0.028397603, -2.8326363000000003e-05, -0.0009932191, -0.0003812573, -0.00017687635, -0.0076475153, -0.5343607, -0.00051423314, -0.007654242, -0.00016018526999999998, -0.00026588394999999996, -0.073349684, -8.7733215e-06, -0.00026063595, -0.42433134, -0.48441362, -0.01807102, -0.7841014, -0.031174261, -0.019513365, -0.00025944200000000003, -0.0007176115, -0.013391929, -5.6460554e-05, -2.0966954e-06, -0.08499854, -0.7016797, -0.08386803, -0.26088175, -0.00012250594, -0.061177652000000006, -0.0059344490000000005, -0.0027888143000000002, -1.4259735500000002e-05, -0.013748704, -0.001461814, -0.05405053, -0.00084908464, -0.044669352, -0.00046193526999999997]",,2.25
338," While playing at the arcade, Edward won 3 tickets playing 'whack a mole' and 5 tickets playing 'skee ball'. If he was trying to buy candy that cost 4 tickets a piece, how many could he buy? ",2.0," Edward won 3 tickets playing 'whack a mole' and 5 tickets playing 'skee ball'. In total, he won 3 + 5 = 8 tickets. 8 tickets can buy 8 / 4 = 2 pieces of candy. The answer is 2.","[' Edward', ' won', ' 3', ' tickets', ' playing', "" '"", 'wh', 'ack', ' a', ' mole', ""'"", ' and', ' 5', ' tickets', ' playing', "" '"", 's', 'kee', ' ball', ""'."", ' In', ' total', ',', ' he', ' won', ' 3', ' +', ' 5', ' =', ' 8', ' tickets', '.', ' 8', ' tickets', ' can', ' buy', ' 8', ' /', ' 4', ' =', ' 2', ' pieces', ' of', ' candy', '.', ' The', ' answer', ' is', ' 2', '.']","[-0.16217628, -0.26776654, -0.44371143, -0.03984216, -0.07341383, -0.01768443, -0.0004894227, -6.746777999999999e-06, -0.0018336434000000002, -4.3465872000000003e-05, -0.029951213, -0.0012773204000000001, -0.00015446138, -0.06597327, -4.6086590000000006e-05, -0.0008956754499999999, -3.9531980000000006e-05, -0.000553771, -2.5344274000000003e-05, -0.03845234, -0.97946036, -0.00052866584, -0.10887811, -0.025516473, -0.7874004, -0.0008177637, -0.055897582, -7.338913000000001e-05, -0.003124069, -6.194322e-05, -0.0022626037, -0.00040832703, -0.26076654, -0.019902244000000003, -0.61181813, -0.0013685169, -0.45695713, -0.12161685500000001, -0.0008833866499999999, -0.0009950091, -0.00015887116, -0.04223623, -0.00016507095, -2.5744682e-06, -0.0006558784000000001, -0.07642356, -0.0003413083, -2.6936819999999996e-06, -0.00031870841999999996, -0.045235757]",,2.0
339," Megan's class is going on a field trip to the zoo. If each van can hold 5 people and there are 25 students and 5 adults going, how many vans will they need? ",6.0, There are 25 students and 5 adults going. That is a total of 30 people. Each van can hold 5 people. So they will need 30 / 5 = 6 vans. The answer is 6.,"[' There', ' are', ' 25', ' students', ' and', ' 5', ' adults', ' going', '.', ' That', ' is', ' a', ' total', ' of', ' 30', ' people', '.', ' Each', ' van', ' can', ' hold', ' 5', ' people', '.', ' So', ' they', ' will', ' need', ' 30', ' /', ' 5', ' =', ' 6', ' vans', '.', ' The', ' answer', ' is', ' 6', '.']","[-1.4537209, -0.13444349, -0.91313934, -0.009894061000000001, -0.041793693, -0.00045883397, -7.899194e-05, -0.49822748, -1.0362561, -1.0922856, -0.29413279999999997, -0.24856406, -3.2616e-05, -0.00033039555999999997, -0.20410109999999998, -0.00759166, -0.21057881, -1.2907199, -0.00022123232, -0.20429493, -0.0148470085, -0.004586027, -0.012698017, -0.0713447, -0.37661672, -0.48543919999999996, -0.44297203, -0.00052377454, -0.08754121000000001, -0.102344744, -0.0006415621000000001, -0.68304354, -0.0015781006, -0.0023635714, -0.2010717, -0.16847101, -0.0002912829, -2.5464416000000003e-05, -0.0034574030000000004, -0.19325621]",,6.0
340," Luke was organizing his baseball cards in a binder with 3 on each page. If he had 3 new cards and 9 old cards to put in the binder, how many pages would he use? ",4.0," If Luke has 3 new cards and 9 old cards, that is a total of 12 cards. He can put 3 cards on each page, so he would need 4 pages. The answer is 4.","[' If', ' Luke', ' has', ' 3', ' new', ' cards', ' and', ' 9', ' old', ' cards', ',', ' that', ' is', ' a', ' total', ' of', ' 12', ' cards', '.', ' He', ' can', ' put', ' 3', ' cards', ' on', ' each', ' page', ',', ' so', ' he', ' would', ' need', ' 4', ' pages', '.', ' The', ' answer', ' is', ' 4', '.']","[-1.1433461, -1.2483747, -0.6320927, -0.050981622000000004, -0.5225439, -0.0005316479399999999, -0.002818759, -1.2468796e-05, -7.827482e-05, -0.00048107813999999995, -0.25235665, -0.32318565, -0.5861096, -0.5581742, -5.0778562999999996e-06, -7.698572e-06, -0.07948444, -0.0036158564000000003, -0.04552123, -0.6482027, -0.26379845, -0.69663143, -0.00035776377999999996, -0.10759713500000001, -0.004768076, -0.0018283908, -3.4403198000000004e-05, -0.08584568000000001, -0.007224589000000001, -0.045291696000000006, -0.19489747000000002, -0.15588808, -0.6816289, -2.4390605000000004e-05, -0.16098341, -0.22330983000000001, -3.1542190000000004e-05, -0.00023857858, -0.00014074863, -0.023350699000000003]",,4.0
